judul,isi,tanggal,link
Video Pria Menginjak Al-Qur’an di Klub Malam Arab Saudi				,"Lokasi kejadian bukan di Arab Saudi, tetapi Manchester (Inggris).","November 15, 2024",https://turnbackhoax.id/2024/11/15/salah-video-pria-menginjak-al-quran-di-klub-malam-arab-saudi/
Deteksi Stroke dan Asam Urat dengan Jari Tangan				,"Periksa Fakta Vania.Informasi tersebut tidak tepat. Faktanya, informasi tersebut telah dijelaskan oleh dr. Bambang Kusnardi dan dr.Andreas Wilson bahwa pergerakan jari tidak ada hubungannya dengan […]","April 9, 2024",https://turnbackhoax.id/2024/04/09/salah-deteksi-stroke-dan-asam-urat-dengan-jari-tangan/
Cina Ingin Pindahkan Warganya Ke Indonesia				,"Hasil periksa fakta Amanda Rahma Faktanya, video yang menampilkan seorang pria sedang melakukan konferensi pers dan disertakan narasi bahwa Cina akan memindahkan warganya ke Indonesia […]","April 9, 2024",https://turnbackhoax.id/2024/04/09/salah-cina-ingin-pindahkan-warganya-ke-indonesia/
World Economic Forum Membuat Mata Uang Digital Global yang Melacak Semua Kegiatan Penggunanya				,Hasil periksa fakta Evarizma Zahra. Konten yang menyesatkan. Mata Uang Digital atau “Central Bank Digital Currency Tracker” yang dimaksud WEF digunakan untuk mengukur jejak karbon […],"April 8, 2024",https://turnbackhoax.id/2024/04/08/salah-world-economic-forum-membuat-mata-uang-digital-global-yang-melacak-semua-kegiatan-penggunanya/
Video Turis Asing Mengalami Pelecehan Seksual di India				,"Hasil periksa fakta Evarizma Zahra. Konten yang menyesatkan. Kejadian pelecehan seksual di video tersebut terjadi di Jepang, bukan India. ===== KATEGORI: KONTEN YANG MENYESATKAN ===== […]","April 8, 2024",https://turnbackhoax.id/2024/04/08/salah-video-turis-asing-mengalami-pelecehan-seksual-di-india/
Presiden Vladimir Putin: “Yesus Berkulit Hitam dan Semua Pengikut-Nya Berkulit Hitam”				,"Hasil periksa fakta Evarizma Zahra. Konten yang menyesatkan. Pengisi suara berbahasa Inggris di video tersebut tidak menerjemahkan pidato Vladimir Putin secara harfiah, serta pada video […]","April 8, 2024",https://turnbackhoax.id/2024/04/08/salah-presiden-vladimir-putin-yesus-berkulit-hitam-dan-semua-pengikut-nya-berkulit-hitam/
Prabowo Sebut Pemilu 2024 Curang				,"Hasil Periksa Fakta Luthfiyah Video Prabowo dengan klaim mengucapkan Pemilu 2024 curang merupakan tidak benar. Faktanya, video tersebut sudah ada sejak 9 tahun yang lalu […]","April 8, 2024",https://turnbackhoax.id/2024/04/08/salah-prabowo-sebut-pemilu-2024-curang/
"Foto Barack Obama, Donald Trump, Bill Clinton dan George W. Bush Memegang Tembok Besar Cina dan Memakai Topi Kerucut Cina				","Hasil periksa fakta Evarizma Zahra. Konten parodi. Pada foto yang asli, Barack Obama, Donald Trump, Bill Clinton dan George W. Bush memegang Western Wall (Tembok […]","April 8, 2024",https://turnbackhoax.id/2024/04/08/salah-foto-barack-obama-donald-trump-bill-clinton-dan-george-w-bush-memegang-tembok-besar-cina-dan-memakai-topi-kerucut-cina/
Video “Astaghfirullah Pertanda apa lagi ini ya allah. Kok mirip sesuatu yang sudah ditetapkan allah di akhir zaman”				,"Humas RSUD Sekayu, Dwi Marsilviah menyatakan bayi tersebut memiliki kelainan kongenital atau kelainan yang dibawa sejak lahir. Namun Dwi tidak bisa menjelaskan secara rinci terkait […]","April 7, 2024",https://turnbackhoax.id/2024/04/07/salah-video-astaghfirullah-pertanda-apa-lagi-ini-ya-allah-kok-mirip-sesuatu-yang-sudah-ditetapkan-allah-di-akhir-zaman/
Ribuan Rumah Di Pasuruan Hancur Akibat Angin Puting Beliung pada 20 Maret 2024				,Hasil periksa fakta Raymondha Elsha Isi video tidak memberikan penjelasan yang sesuai pada klaim jika benar telah terjadi angin puting beliung yang menerjang 158 rumah […],"April 7, 2024",https://turnbackhoax.id/2024/04/07/salah-ribuan-rumah-di-pasuruan-hancur-akibat-angin-puting-beliung-pada-20-maret-2024/
MK Kabulkan Gugatan Anies-Muhaimin dan Ganjar-Mahfud				,Hasil periksa fakta Raymondha Elsha Klaim bahwa MK telah mengabulkan gugatan pasangan calon nomor urut 1 dan 3 adalah tidak benar. Perkara sengketa hasil pilpres […],"April 7, 2024",https://turnbackhoax.id/2024/04/07/salah-mk-kabulkan-gugatan-anies-muhaimin-dan-ganjar-mahfud/
“Kista OVARIUM ini di sebab’kn dari KB suntik 3bln”				,"Faktanya, dokter Spesialis Ginekologi Onkologi Rumah Sakit Kanker Dharmais, dokter Muhammad Yusuf, SpOG menyatakan bahwa klaim itu tidak benar. Justru, menurutnya, KB merupakan salah satu […]","April 7, 2024",https://turnbackhoax.id/2024/04/07/salah-kista-ovarium-ini-di-sebabkn-dari-kb-suntik-3bln/
“Saya bisa akses dunia melalui kampung ucap Saksi 01 #pemilu2024”				,"MENYESATKAN, mengeksploitasi momen Sidang Sengketa Pilpres 2024 yang sedang berlangsung saat ini. TIDAK berkaitan dengan Pemilu 2024, FAKTA: video yang dibagikan adalah rekaman Sidang Sengketa […]","April 6, 2024",https://turnbackhoax.id/2024/04/06/salah-saya-bisa-akses-dunia-melalui-kampung-ucap-saksi-01-pemilu2024/
"“Saya Baim wong 200 orang tercepat yang mengucapkan {HADIR} aku transfer 5 juta , secara acak”				",Akun palsu. Kegiatan bagi-bagi hadiah oleh Baim Wong hanya akan dilakukan melalui Youtube dan Instagram live serta Facebook gaming resmi milik Baim dan Paula untuk […],"April 6, 2024",https://turnbackhoax.id/2024/04/06/salah-saya-baim-wong-200-orang-tercepat-yang-mengucapkan-hadir-aku-transfer-5-juta-secara-acak/
"“Berita Terkini Pesta POIN BPD Bank Papua Bagi,Bagi, Hadiah katong pu rekening Bank Papua”				","Akun palsu. Akun Facebook tersebut bukan akun resmi Bank Papua. Selain itu, melalui akun Instagramnya, Bank Papua menghimbau kepada masyarakat untuk berhati-hati atas hoaks yang […]","April 6, 2024",https://turnbackhoax.id/2024/04/06/salah-berita-terkini-pesta-poin-bpd-bank-papua-bagibagi-hadiah-katong-pu-rekening-bank-papua/
TIM HUKUM ANIES DIUSIR GARA-GARA BAWA BUKTI PALSU				,"Hasil periksa fakta Pekik Jalu Utomo.Faktanya tidak ditemukan pemberitaan terkait tim hukum Anies diusir gara-gara bawa bukti palsu. Selain thumbnail merupakan hasil manipulasi, video tersebut […]","April 3, 2024",https://turnbackhoax.id/2024/04/03/salah-tim-hukum-anies-diusir-gara-gara-bawa-bukti-palsu/
MEGAWATI HADIRI SIDANG MK BUNGKAM KECURANGAN 02				,Hasil periksa fakta Pekik Jalu Utomo.Tidak ditemukan pemberitaan terkait Megawati hadiri sidang MK dan bungkam kecurangan pasangan Prabowo-Gibran. Video tersebut hanya berisi cuplikan dari beberapa […],"April 3, 2024",https://turnbackhoax.id/2024/04/03/salah-megawati-hadiri-sidang-mk-bungkam-kecurangan-02/
Gambar Seseorang membawa Buku dengan Cover “Kitab Belajar Menipu” dengan foto Jokowi				,"Hasil Periksa Fakta Luthfiyah Gambar cover buku “Kitab Belajar Menipu” dengan foto Jokowi merupakan hasil editan. Faktanya, seseorang yang membawa buku tersebut merupakan hasil editan […]","April 3, 2024",https://turnbackhoax.id/2024/04/03/salah-gambar-seseorang-membawa-buku-dengan-cover-kitab-belajar-menipu-dengan-foto-jokowi/
"Aksi Warga Yaman pada 23 Februari 2024				",Hasil periksa fakta Raka. [FAKTANYA]: Beredar sebuah video di YouTube dengan klaim ribuan warga Yaman turun ke jalan pada 23 Februari 2024. Video tersebut tidak […],"April 3, 2024",https://turnbackhoax.id/2024/04/03/salah-aksi-warga-yaman-pada-23-februari-2024/
Tiga Desa di Jombang Ludes Akibat Angin Tornado				,"Hasil periksa fakta Agnes A Bukan angin tornado, dua desa di Jombang, Jawa Timur diterjang hujan deras dan angin kencang. Akibatnya, sepuluh rumah di dua […]","April 2, 2024",https://turnbackhoax.id/2024/04/02/salah-tiga-desa-di-jombang-ludes-akibat-angin-tornado/
Raffi Ahmad Buka Perusahaan Judi Online				,"Hasil periksa fakta Agnes A Tangkapan layar artikel, cuplikan video, dan rekaman suara dalam video merupakan hasil manipulasi. ===== [KATEGORI]: Konten yang Dimanipulasi ===== [SUMBER]: https://ghostarchive.org/archive/Pu9A7 (Facebook) […]","April 2, 2024",https://turnbackhoax.id/2024/04/02/salah-raffi-ahmad-buka-perusahaan-judi-online/
Anies Baswedan Depresi Akibat Kalah di Pilpres				,Hasil periksa fakta Agnes A Tidak ada bukti dan keterangan resmi yang membenarkan klaim bahwa Anies berbicara sendiri di depan lukisan Bung Hatta karena depresi […],"April 2, 2024",https://turnbackhoax.id/2024/04/02/salah-anies-baswedan-depresi-akibat-kalah-di-pilpres/
8 Artis Terseret Megakorupsi PT Timah				,"Hasil Periksa Fakta Vinanda (Relawan Mafindo) Faktanya tidak terkait kasus PT Timah, video yang dicantumkan merupakan konferensi pers yang dilakukan oleh Zainul Arifin SH usai […]","April 2, 2024",https://turnbackhoax.id/2024/04/02/salah-8-artis-terseret-megakorupsi-pt-timah/
"“Pemimpin lebah membunuh seekor lebah, maka seluruh rakyat lebah membunuh pemimpinnya”				","BUKAN pemimpin Lebah. FAKTA: jenis yang berbeda, yang disebut sebagai pemimpin Lebah sebenarnya adalah Tabuhan (Hornet) yang digolongkan invasif (invasive) karena mengancam kehidupan Lebah Madu […]","April 1, 2024",https://turnbackhoax.id/2024/04/01/salah-pemimpin-lebah-membunuh-seekor-lebah-maka-seluruh-rakyat-lebah-membunuh-pemimpinnya/
“𝘗𝘙𝘖𝘎𝘙𝘈𝘔 2024 𝘣𝘢𝘨𝘪 𝘴𝘦𝘮𝘶𝘢 𝘯𝘢𝘴𝘢𝘣𝘢𝘩 𝘉𝘢𝘯𝘬 𝘔𝘢𝘯𝘥𝘪𝘳𝘪 𝘺𝘢𝘯𝘨 𝘴𝘶𝘥𝘢𝘩 𝘮𝘦𝘯𝘨𝘨𝘶𝘯𝘢𝘬𝘢𝘯 𝘔𝘰𝘣𝘪𝘭𝘦 𝘉𝘢𝘯𝘬𝘪𝘯𝘨 / 𝘚𝘮𝘴 𝘉𝘢𝘯𝘬𝘪𝘯𝘨”				,"Akun palsu. Di akun resmi Bank Mandiri, tidak terdapat informasi bagi-bagi undian berhadiah yang meliputi ratusan unit mobil, ribuan unit motor, hingga paket wisata dan […]","April 1, 2024",https://turnbackhoax.id/2024/04/01/salah-%f0%9d%98%97%f0%9d%98%99%f0%9d%98%96%f0%9d%98%8e%f0%9d%98%99%f0%9d%98%88%f0%9d%98%94-2024-%f0%9d%98%a3%f0%9d%98%a2%f0%9d%98%a8%f0%9d%98%aa-%f0%9d%98%b4%f0%9d%98%a6%f0%9d%98%ae%f0%9d%98%b6/
Video Sistem Evakuasi Bangunan Baru di Jepang				,"Hasil periksa fakta Agnes A Sistem evakuasi menggunakan lift pribadi bukan dikembangkan di bangunan baru di Jepang, melainkan dikembangkan di gedung tinggi Korea Selatan oleh […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-video-sistem-evakuasi-bangunan-baru-di-jepang/
Video Seorang Pria Terkenal Karena Memiliki Dua Kepala				,"Hasil periksa fakta Evarizma Zahra. Konten yang menyesatkan. Video tersebut adalah cuplikan dari serial TV Nigeria di Netflix berjudul “Anikulapo: the Rise of the Spectre”, […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-video-seorang-pria-terkenal-karena-memiliki-dua-kepala/
"Video ledakan saat insiden runtuhnya Jembatan Francis Scott Key di Baltimore, Amerika Serikat				","Hasil periksa fakta Panji Faktanya video ledakan pada jembatan tersebut bukan merupakan ledakan yang terjadi di Jembatan Francis Scott Key, melainkan peristiwa yang terjadi di […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-video-ledakan-saat-insiden-runtuhnya-jembatan-francis-scott-key-di-baltimore-amerika-serikat/
"VIDEO LAPORAN BBC NEWS DAN BELLINGCAT: Duta Besar Ukraina, Valerii Zaluzhnyi, Dibayar $53 untuk Tinggalkan Peran sebagai Duta untuk Inggris				","Hasil Periksa Fakta Nauli Faktanya, video tersebut bukan video laporan dari BBC News ataupun Bellingcat. Video tersebut telah diedit dengan menambahkan tampilan khas media berita […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-video-laporan-bbc-news-dan-billingcat-duta-besar-ukraina-valerii-zaluzhnyi-dibayar-53-untuk-tinggalkan-peran-sebagai-duta-untuk-inggris/
VIDEO KUBU PRABOWO NGAMUK PADA PUAN KARENA MENYETUJUI HAK ANGKET				,"Hasil Periksa Fakta Nauli Faktanya, video tersebut adalah milik kanal Youtube BeritaSatu yang berjudul “Ricuh Sidang Paripurna, Anggota DPR RI Nyaris Baku Hantam”. Video aslinya […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-video-kubu-prabowo-ngamuk-pada-puan-karena-menyetujui-hak-angket/
Video Jembatan “Iron Bridge” di Roma yang Roboh Baru-Baru Ini				,"Hasil periksa fakta Evarizma Zahra. Konteks yang salah. Video itu diambil saat insiden “Iron Bridge” yang roboh pada 2 Oktober 2021, bukan pada Maret 2024 […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-video-jembatan-iron-bridge-di-roma-yang-roboh-baru-baru-ini/
Video Cak Imin Mendatangi Prabowo Subianto Untuk Mengucapkan Selamat pada Maret 2024				,"Hasil Periksa fakta Dyah febriyani Video lama. Video tersebut terjadi saat Cak Imin bertemu dengan Prabowo Subianto pada 28 April 2023, jauh sebelum pengumuman hasil […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-video-cak-imin-mendatangi-prabowo-subianto-untuk-mengucapkan-selamat-pada-maret-2024/
UNHCR Dijerat UU Keimigrasian Karena Lindungi Rohingya Sebagai Imigran Gelap				,"Periksa Fakta Vania.Faktanya, UNHCR tidak bisa terkena pelanggaran pasal 124 UU Keimigrasian karena orang Rohingya di Indonesia memiliki status sebagai pengungsi, bukan imigran ilegal atau […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-unhcr-dijerat-uu-keimigrasian-karena-lindungi-rohingya-sebagai-imigran-gelap/
The Simpsons Telah Memprediksi Robohnya Jembatan Baltimore				,Hasil periksa fakta Agnes A Hasil rekayasa AI. Tidak ditemukan data yang memuat gambar tersebut sebelum runtuhnya jembatan Baltimore. ===== [KATEGORI]: Konten Tiruan ===== [SUMBER]: https://archive.ph/oLmk7#selection-497.0-497.24 (Twitter/X) […],"Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-the-simpsons-telah-memprediksi-robohnya-jembatan-baltimore/
Surat Permohonan Narasumber Mengatasnamakan Polres Purwakarta				,"Hasil periksa fakta Rahmah an. Polres Purwakarta tidak melaksanakan kegiatan tersebut dan tidak pernah meminta sejumlah uang. KATEGORI: KONTEN TIRUAN ===SUMBER: I-Flyer ===NARASI:“Dengan Hormat, sesuai […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-surat-permohonan-narasumber-mengatasnamakan-polres-purwakarta/
Surat Permohonan Cuti Pekerja Migran Indonesia Oleh BP2MI				,Hasil periksa fakta Rahmah. BP2MI tidak pernah memungut bayaran terhadap pembuatan surat perjalanan tersebut. KATEGORI: KONTEN PALSU ===SUMBER: I-Flyer ===NARASI:“Nomor B. 185/BP3MI16/PP.02.04/VII/2024Lampiran 1 (satu) LembarPerihal: […],"Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-surat-permohonan-cuti-pekerja-migran-indonesia-oleh-bp2mi/
Surat Pemberian Hadiah Dana Bagi Warga Negara Malaysia Oleh KBRI Kuala Lumpur				,Hasil periksa fakta Rahmah. KBRI Kuala Lumpur tidak pernah memberikan dana hadiah berupa apapun kepada warganegara Malaysia. KATEGORI: KONTEN TIRUAN ===SUMBER: I-Flyer ===NARASI:“KEDUTAAN BESAR REPUBLIK […],"Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-surat-pemberian-hadiah-dana-bagi-warga-negara-malaysia-oleh-kbri-kuala-lumpur/
Surat Edaran Bank Indonesia Tidak Melayani Penukaran Uang Baru				,Hasil Periksa Fakta Dyah Febriyani Bank Indonesia pastikan penukaran uang lebaran Layak Edar dengan Kondisi Baru. Kepala Departemen Pengelolaan Uang Bank Indonesia Marlinson Hakim menegaskan […],"Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-surat-edaran-bank-indonesia-tidak-melayani-penukaran-uang-baru/
"Sidang MK Berlangsung Panas, Ketua KPU Dicecar Hakim dan Kuasa Hukum Penggugat				","Hasil periksa fakta Agnes A Tidak ada kaitan antara klaim dan cuplikan video, serta dalam persidangan dengan agenda pembelaan dari KPU, KPU diwakili oleh kuasa […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-sidang-mk-berlangsung-panas-ketua-kpu-dicecar-hakim-dan-kuasa-hukum-penggugat/
Rendaman Biji Alpukat dan Alkohol Bisa Jadi Obat Oles Nyeri Sendi				,Hasil periksa fakta Raymondha Elsha Video yang mengklaim rendaman biji alpukat dan cairan yang mengandung alkohol 70 persen bisa menjadi obat oles anti nyeri di […],"Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-rendaman-biji-alpukat-dan-alkohol-bisa-jadi-obat-oles-nyeri-sendi/
Rekaman Panggilan 911 Korban Jembatan Baltimore				,"Hasil Periksa Fakta Dyah Febriyani Rekaman itu palsu. Dilansir dari Newsweek.com, Profesor Manjeet Rege, Direktur Pusat Kecerdasan Buatan Terapan di Universitas St. Thomas, mengatakan kepada pada […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-rekaman-panggilan-911-korban-jembatan-baltimore/
Ramuan Bawang Putih Buat Pasien Tidak Perlu Pasang Ring Jantung				,Hasil periksa fakta Agnes A Dokter spesialis jantung dan pembuluh darah Vito Anggarino Damay menyatakan penggunaan obat herbal terutama ramuan bawang putih untuk pasien jantung […],"Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-ramuan-bawang-putih-buat-pasien-tidak-perlu-pasang-ring-jantung/
Poster Lowongan Kerja di Pertamina Maret 2024				,"Hasil periksa fakta Raymondha Elsha Tidak benar bahwa Pertamina mengumumkan pendaftaran lowongan pekerjaan di awal tahun 2024 ini pada platform sosial media Tiktok, akun yang […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-poster-lowongan-kerja-di-pertamina-maret-2024/
Pidato Jokowi ” Jangan Ada yang Protes Tentang Kenaikan Pangkat Prabowo Subianto”				,"Hasil Periksa Fakta Dyah Febriyani Faktanya, video tersebut merupakan hasil manipulasi artificial intelligence (ai). Video aslinya, Jokowi sedang berpidato pada acara bertajuk “Arahan Jokowi di […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-pidato-jokowi-jangan-ada-yang-protes-tentang-kenaikan-pangkat-prabowo-subianto/
Perolehan Suara Paslon AMIN yang Hilang Dibacakan di Sidang Perdana MK				,"Hasil periksa fakta Agnes A Bukan perolehan suara AMIN, rekaman suara pada video adalah penjelasan dari Bambang Widjojanto yang menjelaskan tentang perolehan suara Prabowo-Gibran. ===== […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-perolehan-suara-paslon-amin-yang-hilang-dibacakan-di-sidang-perdana-mk/
Pengumuman Rekrutmen PLN Group				,Hasil periksa fakta Agnes A PT PLN (Persero) hanya melakukan proses rekrutmen dengan sistem member online melalui aplikasi berbasis web yang dapat diakses di rekrutmen.pln.co.id. ===== […],"Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-pengumuman-rekrutmen-pln-group/
"“Muncul Api Dari Dalam Tanah Usai Gempa di Tuban”				","Hasil periksa fakta Yudho Ardi Informasi yang menyesatkan, faktanya kejadian tersebut bukan karena gempa di Tuban melainkan kejadian di Desa Kesamben Wetan, Kecamatan Driyorejo, Kabupaten […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-muncul-api-dari-dalam-tanah-usai-gempa-di-tuban/
MK Setujui Pemilu Resmi Diulang				,Hasil periksa fakta Agnes A Video tidak menjelaskan mengenai klaim Pemilu diulang. Cuplikan dalam video hanya potongan video lain yang berisi tentang kubu Anies-Muhaimin dan […],"Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-mk-setujui-pemilu-resmi-diulang/
MCdonald Tempelkan Poster Ucapan Selamat Kepada Israel Telah Membunuh 30.000 Warga Palestina dan Memberi Makan Gratis Militer Israel				,"Periksa Fakta Vania.Faktanya, yang menyebarkan dan menempelkan poster tersebut adalah aktivis Art Workers for Palestine Scotland, bukan ditempel oleh pihak McDonald’s =====    KATEGORI: Konten yang […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-mcdonald-tempelkan-poster-ucapan-selamat-kepada-israel-telah-membunuh-30-000-warga-palestina-dan-memberi-makan-gratis-militer-israel/
Marsdya TNI M Tonny Harjono yang Baru Dilantik Jadi KSAU Ternyata Adik Ipar Iriana Jokowi				,"Hasil Periksa Fakta Vinanda (Relawan Mafindo) Faktanya, Marsdya TNI M Tonny Harjono baru ditetapkan sebagai calon pengganti terkuat dari Kepala Staf TNI Angkatan Udara (KSAU) […]","Maret 31, 2024",https://turnbackhoax.id/2024/03/31/salah-marsdya-tni-m-tonny-harjono-yang-baru-dilantik-jadi-ksau-ternyata-adik-ipar-iriana-jokowi/
