berita,label
umat katolik new york menggelar pawai unjuk merespon pembukaan olimpiade paris 2024,1
4 rekomendasi acara streaming vidio pecinta olahraga,0
"mencegah bullying sekolah ala indonesia, finlandia, jepang as",0
media asing bongkar kebobrokan upacara ikn,1
video kapal yemen menyerang kapal uk us laut merah,1
maia estianty irwan mussry perwakilan brand smartwatch jepang,1
video kapal kargo msc manzanillo berbendera portugal terbakar serangan houthi,1
undian gong bali dwipa bank bpd bali periode 2024,1
konsumsi seduhan biji alpukat diparut melarutkan batu ginjal,1
nagita slavina promosi motor matic seharga rp600 ribu.,1
“di indonesia wabah polio”,1
pleno hasil verfak calon perseorangan pilkada bandarlampung ricuh,0
"mengenang sumur timba, tradisi cari air ditelan zaman",0
pinjaman bank mandiri via whatsapp bio profil tiktok,1
"5 putri eropa takhta, saja?",0
"cak imin klaim suara pemilihnya kuat jatim, jabar jateng",0
surat undangan workshop deteksi pengendalian stroke kemenkes,1
denny cagur janjikan bantuan biaya sekolah modal usaha,1
deklarasi pemilu damai banyuwangi warga waspadai berita hoaks,0
"lamaran gibran ditolak, anies ganjar konsisten oposisi prabowo",1
link pendaftaran gebyar undian berhadiah bank kalsel nasabah m-banking,1
"kim kardashian rilis bra berputing, netizen: gila",0
kpu sumatera barat tunggu instruksi pelaksanaan pilkada kpu,0
aksi kolaborasi satgas ncs polri warga ciptakan pemilu damai,0
kpu sistem algoritma game judi online menggelembungkan suara sirekap,1
kpu pamekasan verifikasi faktual calon dpd,0
makna sumpah pemuda bhante dhira gita bhebhita,0
pemindahan ibukota menghapus sejarah kemerdekaan indonesia,1
"lupa nonton langsung indonesia, iphone 15 macbook air!",0
pemprov siapkan rp100 juta tokoh pengembang bahasa bali,0
seruan dpr transisi energi dinilai dukung upaya gerakan hijau,0
upaya menyaring peserta berkualitas pemilu 2024,0
mensesneg pratikno hadiri penutupan dies natalis ke-68 fisipol ugm,0
foto menara kairo berdekorasi bendera palestina,1
demokrat agus harimurti pimpin kogasma,0
eropa kebut proyek investasi saingi inisiatif sabuk-jalan milik china,0
101 pinjol legal berizin ojk terbaru oktober 2023 ciri-cirinya,0
agus salim bucar bagikan 10 juta like share video,1
mk seret sri mulyani akibat lalai langgar uud 45,1
paket umroh gratis 2024 kementerian agama 5.000 orang,1
bawaslu kubu raya petakan potensi pelanggaran pemilu 2024,0
"skenario ri bangun pembangkit nuklir, dibangun",0
jokowi pegang kartu kabur demo,1
informasi pasien rs charitas identitas 16 maret 2024,1
puja puji erick thohir gibran wali kota hasil kerjanya,0
ketua kpu nphd anggaran tambahan pilkada terdistribusi,0
gelombang dahsyat sapu bersih 5 kabupaten jawa barat,1
"etle kenali wajah pengendara, pakai pelat palsu ketahuan",0
“putin berkunjung israel”,1
bos ducati bagnaia vs martin: dibayar menang,0
"cepet kayak ngisi bensin, fuso pamer stasiun penukaran baterai truk listrik",0
undian berhadiah mobil bmw tabungan emas bank muamalat,1
"pelantikan gibran wapres dibatalkan, ijazah sma",1
video trump promosikan partai afrika selatan,1
"gambar tangkapan layar artikel berjudul “pernah diberhentikan hormat, prabowo lantas dianugrahi kehormatan pangkat jendral!! lucu.”",1
"diklaim dunia, bpom izin obat bioteknologi produksi negeri",0
kpu dki: dharma pongrekun-kun penuhi syarat dukungan pilgub,0
video bukti anak sakit kulit akibat vaksin covid-19 sembuh detoksifikasi,1
"gempa magnitude 9,8 guncang sinabang aceh 22 april 2024",1
bahan-bahan hasil rekayasa gmf mengandung racun berbahaya manusia,1
tuli sembuh konsumsi obat-obatan,1
bamsoet tegaskan urgensi percepatan transformasi birokrasi,0
ustaz felix siauw promosi situs judi,1
spek harga toyota alphard mobil andalan prabowo subianto,0
erick thohir: “pssi butuh 150 pemain naturalisasi”,1
“najwa shihab mempromosikan situs judi online milik atta halilintar raffi ahmad”,1
panda nababan gibran anak ingusan,0
eksotisnya pantai tikus emas pesisir timur bangka,0
catat nih! 5 kiat kelola keuangan pasangan muda ala tokopedia,0
anies janji perbaiki jalan sawangan depok menang pilpres 2024,0
ombak menyapu habis 2 daerah bali,1
video ikan berkepala gajah,1
dito ariotedjo penuhi panggilan saksi sidang korupsi bts,0
surat teguran hak cipta lisensi wahana music indonesia,1
"manajemen buka suara wtc mangga main badminton, faktanya!",0
honor 10.026 petugas ad hoc pilkada kalbar dihentikan april,0
coretan dinding tanda penjahat mengincar rumah,1
gelombang 10 meter meluap ntt 16 maret 2024,1
foto benyamin netanyahu terbaring tidur memakai alat pernapasan,1
kemendagri nphd pilkada cair lambat 15 juli 2020,0
sejarah penyajian makanan pesawat 1919,0
“kondisi pulau bawean gempa bumi 22 maret 2024”,1
megawati hangestri presentasikan proyek edukasi nusantara istana presiden,1
ahok bagikan uang rp 10 juta bagikan videonya tiktok,1
akun whatsapp bupati lamongan yuhronur efendi transfer,1
info lowongan kerja puskesmas mulyorejo,1
jimly 9 isu laporan dugaan pelanggaran etik hakim mk,0
"beasiswa indonesia maju program persiapan sarjana negeri dibuka, syaratnya",0
perempuan korban pembegalan baubau,1
terowongan gaza bikin pasukan israel mati kutu,0
"daftar lengkap pemenang ballon d'or masa, favoritmu?",0
enam calon dpd lolos verifikasi administrasi perbaikan,0
kesbangpol ntb klarifikasi pernyataan terduga teroris terindikasi bangun ponpes,0
pesan whatsapp lowongan kerja karyawan kamar jenazah rsud kardinah kota tegal,1
5 sumber energi aman lingkungan contoh penerapannya,0
jusuf hamka buka kuis berhadiah memperingati kemerdekaan indonesia ke-79,1
asa menpora pertandingan timnas piala u-17 menginspirasi generasi muda,0
"jembatan bagbagan menolak mati, relawan dorong spot wisata",0
apk voice note whatsapp,1
"upacara sumpah pemuda 2023: lokasi, jadwal, susunan upacara",0
pm jepang dibunuh mengikuti perintah world economic forum (wef),1
pelatih bahrain mengundurkan piala dunia takut indonesia,1
teh hijau diet diminum?,0
50 kisi-kisi tes kompetensi pppk teknis 2023 kunci jawabannya,0
pasangan jalur perseorangan mendaftar kpu tanjungbalai,0
"tulang sendi sedunia 19 oktober, tujuan faktanya",0
"gagal cawapres, relawan fatsun sandiaga uno",0
akun tiktok rano karno bagikan 20jt follow,1
"gempa bumi berkekuatan magnitude 10,8 guncang ntt 20 maret 2024",1
asam urat kolesterol disembuhkan pijat refleksi kaki,1
asian games 2023: kontingen indonesia lekas adaptasi cuaca hangzhou,0
"kpu sulsel cetak 6.816.579 surat suara pemilu 2024, sebarannya",0
jppr imbau milenial kanal pelaporan medsos awasi pemilu 2024,0
"perasaan petugas partai, ganjar: politik baperan",0
akun whatsapp pj bupati sijunjung memesan kain songket,1
gelombang tsunami hantam maluku 26 mei 2024,1
"pm singapura sebut: “apa untungnya bantu jalur gaza, warga indonesia miskin papua”",1
"kenang-kenangan presiden ri, jelang habis jabatannya",1
calon gubernur jatim tri rismaharini promosikan obat mata,1
gedung “mukidi korporation”,1
virus sars-cov-2 dipatenkan 2015,1
"kominfo buru-buru bikin aturan ai, kenapa?",0
menhub dukung stip bentuk asosiasi lembaga pendidikan pelayaran asean,0
“cina israel hilangkan agama pancasila indonesia”,1
penyanyi arlida putri meninggal dunia,1
"belajar egrang kelas 2 sd, adelia juara nasional",0
chairul tanjung bantuan melunasi hutang tiktok,1
broadcast chat lowongan kerja pt astra group,1
surat mengatasnamakan mendikbudristek pemecatan kepala sekolah,1
mandi mengakibatkan kematian,1
cagub jakarta pramono anung ketua dpr ri puan maharani terlibat korupsi e-ktp,1
raffi ahmad bagikan hadiah rp50 juta permainan susun,1
menpora tanda tangan mou olahraga arab saudi,0
pesan berantai ajakan berkumpul penanggulangan tindakan kriminal polsek banyumanik,1
“giliran sampang musibah bermunculan @jokowi @prabowo”,1
irwan mussry bagikan uang 20 juta,1
"terawan promosi obat diabetes, disiarkan kompas tv",1
soimah bagikan uang 30 juta games tangkap gambar,1
"sukabumi inflasi 2,78 persen, biang keroknya",0
semarak arak-arakan bola raksasa piala dunia u-17 surabaya,0
"lombok diguncang gempa bumi berkekuatan 10,5 magnitude",1
banjir bandang hanyutkan ribuan rumah 16 desa kabupaten kuningan,1
“jokowi cemoohan dunia internasional” (koran independent observer),1
"agnez mo bagi-bagi uang ratusan juta, cari 110 orang",1
"rp 7,4 triliun pdb indonesia diperoleh youtube",0
“sudah 1 pasien monkeypox rs siloam kota ambon”,1
pemprov dki hibah dana pilkada rp478 miliar,0
gunung merapi meletus 18 april 2024,1
pps kabupaten malang mengundurkan diintimidasi,0
"bergabung anggota oecd, indonesia berkomitmen membangun hubungan diplomatik israel",1
video anies baswedan “mantan gubernur durhaka”,1
kpu: perorangan pilkada 2020 149 pasangan calon,0
sandra dewi gandeng hotman paris selesaikan korupsi timah 271 t,1
sindiran anies negara milik keluarga dibalas jargon,0
menyederhanakan verifikasi parpol teknologi komunikasi,0
sekolah inggris robot ai asisten kepsek & kepala guru,0
kominfo: pemanfaatan teknologi ai bikin pdb ri meroket rp 5.820 triliun,0
verifikasi faktual pendukung calon dpd kepri capai 70 persen,0
"safari kupang, kaesang tampung usulan dana abadi pendidikan calon imam",0
"manfaatkan limbah cangkang, mahasiswa ub ciptakan baterai kendaraan listrik",0
kaesang targetkan psi ntt amankan 1 fraksi dprd kabupaten/kota,0
erupsi merapi 20 februari 2024 5 kecamatan tertutup abu vulkanik,1
dharma-kun mengaku terlibat langsung pengumpulan ktp,0
mahasiswa unisba meninggal demo 22 agustus 2024,1
video “kesetrum sepeda listrik meninggal dunia”,1
"jembatan kaca kampung warna-warni retak, biaya perawatan ditanggung warga",0
retaknya jembatan kaca malang bikin cemas kejadian banyumas,0
deep: kpu buka akses silon bawaslu terkait pencalonan dpd,0
"ringgit malaysia ambrol level 4,76/us$, terendah 1998",0
aksi cabul guru sd langkat 15 murid ditangkap polisi,0
bajo sejarah solo jalur perseorangan pilkada 2020,0
tasikmalaya pecah tersapu bersih akibat gempa 28 agustus 2024,1
luhut bicara prabowo-gibran: gabungan kebijaksanaan energi,0
"survei indikator putusan mk: prabowo-gibran ungguli ganjar-mahfud, amin",0
pdip sulsel ketua tpd ganjar-mahfud pengganti danny internal partai,0
"akun whatsapp kepala desa babadan , kecamatan gunungjati, kabupaten cirebon kiriman pulsa",1
program dana abadi & kis lansia prabowo-gibran sri mulyani apbn,0
10 contoh percakapan bahasa batak singkat,0
timnas wanita u17 irlandia berbalik badan lagu kebangsaan israel diputar,1
akun whatsapp pj bupati kabupaten aceh selatan,1
ntb bahaya akibat gelombang 12 meter,1
"pm inggris peringatkan sisi mengerikan ai, itu?",0
pernyataan mengejutkan pelatih portugal jelang lawan indonesia bikin se-asia kaget,1
open recruitment pegawai bumn pt antam tbk 2024,1
“pernikahan sejenis wonosobo”,1
giveaway uang 50 juta akun “bossqu paula berbagi rejeki”,1
hasto pamer tranformasi pdip penguasa delegasi cald party,0
pegadaian terima kunjungan mahasiswa feb ui & participant gn week 2023,0
jokowi uji coba program makan siang gratis,1
jokowi “saya maaf 10 bohongi”,1
"luthfi rp 100.000 pedagang “ahmad luthfi : seratus ribu cukup, orang miskin”",1
jackson irvin sombong bantai timnas 10-0,1
enam pasangan calon bupati supiori mendaftar kpu,0
gibran menemui anies baswedan 21 februari 2024,1
asian games 2023 resmi dibuka,0
"dialog universitas peking, mendes pdtt pamer istimewanya desa ri",0
“mir’a hayati berbagi thr 35 juta rupiah akun facebook mira hayati”,1
kpu tunda penetapan prabowo-gibran,1
"25 link twibbon sumpah pemuda 2023, gratis!",0
lowongan kerja puskesmas majalengka,1
"studi: kiper 'melihat' dunia berbeda, cepat bikin keputusan?",0
"puluhan petugas bawaslu cilegon jalani ""rapid test""",0
video pemberian bantuan china parasut udara,1
prabowo tolak proyek ikn,1
video kemunculan makhluk berwajah monster bumi,1
ahok datangi kpk serahkan bukti anies baswedan korupsi,1
rs sri ratu medan resmi ditutup,1
5 santri tewas terbakar ulah relawan berani mati jokowi bom molotov,1
kemensos salurkan bantuan sosial kpm kulon progo,0
"gantikan luhut, erick pesan 3 menteri jokowi",0
jari kelingking bengkok tanda penyakit jantung,1
anies baswedan kaos bertuliskan “ane yg nyolong mahoni dimonas ane hutang 92 milyar sandi uno”,1
"undian berhadiah mobil, umroh, motor logam mulia bank nagari",1
video unjuk masyarakat papua terkait pencurian suara pilpres,1
saptoyogo puas catatan gemilangnya asian games,0
"video “selasa 11 juni 2024, tangkuban perahu erupsi”",1
video “hercules pasukannya membubarkan membabat abis pendemo 01 03” 18 februari 2024,1
"kitab kuning: definisi, asal-usul isi dipelajari santri",0
bima arya pejabat disdik benahi sistem ppbd,0
bos ppi: publik paham hubungan jokowi pdip,0
video ribuan umat kristiani berkumpul paris pembukaan olimpiade paris 2024,1
kpu sleman buka penerimaan dukungan calon perseorangan pilkada 2024,0
"berusaha mengelabui umat islam, israel mengubah kode produknya 729 871",1
kpu surabaya verifikasi faktual kepengurusan sembilan parpol,0
tema logo sumpah pemuda 2023 beserta link downloadnya,0
"sandiaga berkomitmen selesaikan tugas, cawapres",0
akun tiruan kadis dpupr nurudin ardiyanto,1
lucinta luna meninggal dunia,1
"gibran cawapres, hasto ngaku cerita kartu truf ketum parpol dipegang",0
misteri jet tempur tercanggih rusia su-57 absen ukraina,0
"foto barack obama, donald trump, bill clinton george w. bush memegang tembok cina memakai topi kerucut cina",1
kpu kepulauan meranti temukan pns polisi anggota parpol,0
ferry irwandi greysia polii agen perubahan indonesia,0
hasto soroti prestasi asian games: evaluasi jajaran kemenpora,0
"gempa bermagnitudo 3,4 guncang pasaman barat 22 april 2024",1
pakar israel rumitnya terowongan hamas gaza,0
agnes mo mualaf,1
golkar buka pintu gibran: indah,0
rekomendasi sprei murah jokowi,1
ribuan relawan network for ganjar menggoyang subang,0
tuntutan mahasiswa ugm #tolakruupilkada bubarkan dpr partai politik,1
pendiri whatsapp nyatakan hentikan produknya beroperasi indonesia boikot,1
bawaslu pastikan awasi verifikasi ulang partai ummat,0
kekhawatiran gus miftah jelang politik,0
perindo verifikasi faktual metode krejcie-morgan beratkan parpol,0
bantuan pemerintah korban banjir demak,1
bawaslu banjarmasin gerakan panwaslu kelurahan lapangan,0
menkes ancam tenaga medis protes,1
"jokowi gibran sakit hati, prabowo usung ahok pilkada dki jakarta",1
ketua mpr ri dorong peningkatan ekonomi digital indonesia,0
akun whatsapp kajari tala munandar,1
ruben onsu meninggal dunia,1
bayang-bayang kehancuran gaza,0
"video pelatih arab saudi, mancini mengomentari hasil imbang australia vs indonesia",1
kpu surakarta laksanakan verifikasi administrasi balon perseorangan,0
“mir’a hayati berbagi rejeki akun facebook mira hayati”,1
"padel tennis, olahraga bule-bule bali diminati",0
ade armando babak belur akibat bela gibran,1
sembilan dpc pan oku dilantik,0
"dipercaya simpan ramalan, sejarah ritual buka cupu panjala gunungkidul",0
manajer newcastle kaget sandro tonali kena judi,0
ppp bali yenny wahid dukung ganjar-mahfud: anak politiknya gus dur,0
artikel cnbc indonesia: “raja salman sebut: negara termunafik nomor indonesia”,1
bawaslu ri: 99 dugaan pelanggaraan pendaftaran-verifikasi parpol,0
sejarah makna peristiwa sumpah pemuda 28 oktober,0
"10 ilmuwan muslim berpengaruh dunia, dokter ahli robotika",0
tawaran pinjaman bank indonesia,1
hasil survei cabup-cawabup subang 14 oktober 2024: nomor 2 unggul,1
"gibran dipecat cawapres prabowo, pakar ugm: strategi pdip",0
"mengenal petruk, tokoh wayang spanduk marak solo-semarang",0
orang tua jokowi bernama heru purnomo yep me hwa,1
prabowo santunan anak sekolah,1
megahnya palm jumeirah pulau buatan dubai,0
kominfo butuh polisi masyarakat sikat judi online,0
lompatan sistem kesehatan,0
"gempa bumi 9,8 magnitude guncang wilayah lampung selatan",1
el shaarawy menangis bobol gawang monza: akibat dituduh berjudi,0
"gempa kupang mencapai kekuatan 10,9 magnitudo hancurkan ribuan rumah",1
"kppu usut 44 pinjol kartel bunga utang, afpi buka suara",0
mengupas canggih teknologi generative ai,0
buah pala gula batu mengatasi jantung berdebar,1
kpu batalkan pencalonan gibran,1
"200 kapal china kumpul perairan malaysia, pulau kalimantan",1
anwar usman ketua mk,1
jhon lbf transfer 35 juta berhasil memenangkan games tangkap gambar facebook,1
kpu blitar tegaskan persiapan pilkada terkendala anggota reaktif,0
bawaslu: verifikasi faktual kpu sesuai protokol kesehatan,0
"wapres partai lolos peserta pemilu 2024 ""garis tangan""",0
giveaway uang 10 juta menebak nama hewan akun mengatasnamakan baim,1
"hamas, hizbullah terowongan serang israel",0
ganjar: hormati keputusan jokowi mas gibran,0
akun facebook haji erisman yahya bupati indragiri hilir,1
ivan gunawan bagikan uang 10 juta games susun,1
astrazeneca angkut vaksin cs pakai mobil motor listrik,0
membincang hubungan bilateral indonesia-australia uwrf 2023,0
